Brand,Model,Country,Founded,Chile_Entry,Segment,Years,Vehicle_Type,Popular
JAC,T8,China,2005,2010,Masivo,2017-2025,Pick-up,False
JAC,JS4,China,2005,2010,Masivo,2016-2025,SUV Compacto,True
JAC,JS6,China,2005,2010,Masivo,2018-2025,Pick-up,True
JAC,Refine,China,2005,2010,Masivo,2012-2020,Sedán,False
BYD,Qin,China,1995,2015,Masivo/Eléctrico,2017-2025,Sedán Híbrido,False
BYD,Song,China,1995,2015,Masivo/Eléctrico,2015-2025,SUV,True
BYD,Dolphin,China,1995,2015,Masivo/Eléctrico,2021-2025,Hatchback Eléctrico,True
BYD,Yuan,China,1995,2015,Masivo/Eléctrico,2018-2025,SUV Eléctrico,False
BYD,Yuan Plus,China,1995,2015,Masivo/Eléctrico,2021-2025,SUV Eléctrico,True
BYD,Song Plus,China,1995,2015,Masivo/Eléctrico,2022-2025,SUV,False
BYD,Han,China,1995,2015,Masivo/Eléctrico,2020-2025,Sedán,False
BYD,Song DM-i,China,1995,2015,Masivo/Eléctrico,2022-2025,SUV Híbrido,False
MG (SAIC),MG3,China,2005,2010,Masivo,2012-2025,Hatchback,True
MG (SAIC),MG5,China,2005,2010,Masivo,2014-2025,Sedán,False
MG (SAIC),MG6,China,2005,2010,Masivo,2017-2025,Sedán,True
MG (SAIC),ZS,China,2005,2010,Masivo,2016-2025,SUV,True
MG (SAIC),GS,China,2005,2010,Masivo,2015-2020,SUV,False
MG (SAIC),RX5,China,2005,2010,Masivo,2017-2025,SUV,True
MG (SAIC),RX8,China,2005,2010,Masivo,2023-2025,SUV,False
MG (SAIC),MG4,China,2005,2010,Masivo,2023-2025,Sedán Eléctrico,True
MG (SAIC),MG 5 EV,China,2005,2010,Masivo,2020-2025,Sedán Eléctrico,False
MG (SAIC),ZS EV,China,2005,2010,Masivo,2018-2025,SUV Eléctrico,True
LIFAN,Myway,China,1992,2005,Masivo,2008-2020,SUV,False
LIFAN,X60,China,1992,2005,Masivo,2012-2022,SUV,False
LIFAN,X70,China,1992,2005,Masivo,2017-2022,SUV,False
LIFAN,Lifan 320,China,1992,2005,Masivo,2008-2018,Hatchback,False
DONGFENG,Aeolus,China,1969,2012,Masivo,2015-2025,SUV,True
DONGFENG,Aeolus GS,China,1969,2012,Masivo,2015-2025,SUV,False
DONGFENG,Aeolus Y3,China,1969,2012,Masivo,2021-2025,SUV Compacto,True
DONGFENG,Aeolus X5,China,1969,2012,Masivo,2020-2025,SUV,False
DONGFENG,Aeolus Y5,China,1969,2012,Masivo,2021-2025,SUV Compacto,False
DONGFENG,Aeolus D9,China,1969,2012,Masivo,2023-2025,Minivan,False
DONGFENG,Fengon,China,1969,2012,Masivo,2016-2020,Pick-up,False
DONGFENG,Fengon 500,China,1969,2012,Masivo,2019-2025,Pick-up,True
FOTON,Leopaard,China,1996,2010,Masivo/Comercial,2015-2025,SUV,True
FOTON,Tunland,China,1996,2010,Masivo/Comercial,2011-2025,Pick-up,True
FOTON,Isuzu,China,1996,2010,Masivo/Comercial,2012-2020,Pick-up,False
FOTON,Cloud,China,1996,2010,Masivo/Comercial,2017-2025,Comercial,False
JETOUR,X70,China,2018,2021,Masivo,2020-2025,SUV Compacto,False
JETOUR,X70 Plus,China,2018,2021,Masivo,2021-2025,SUV,True
JETOUR,X90,China,2018,2021,Masivo,2021-2025,SUV,True
JETOUR,X95,China,2018,2021,Masivo,2023-2025,SUV,False
JETOUR,Traveller,China,2018,2021,Masivo,2022-2025,SUV,False
DFSK,Glory,China,1995,2010,Masivo/Comercial,2010-2025,Minivan,False
DFSK,Succe,China,1995,2010,Masivo/Comercial,2016-2025,Minivan,False
DFSK,Seres,China,1995,2010,Masivo/Comercial,2021-2025,SUV Eléctrico,False
EXEED,LX,China,2017,2021,Premium,2021-2025,SUV,False
EXEED,VX,China,2017,2021,Premium,2022-2025,SUV,False
EXEED,TXL,China,2017,2021,Premium,2023-2025,SUV,False
OMODA/JAECOO,Omoda 5,China,2022,2022,Masivo,2022-2025,SUV Compacto,True
OMODA/JAECOO,Jaecoo 5,China,2022,2022,Masivo,2023-2025,SUV Compacto,True
OMODA/JAECOO,Jaecoo 6,China,2022,2022,Masivo,2024-2025,SUV,True
OMODA/JAECOO,Jaecoo 7,China,2022,2022,Masivo,2024-2025,SUV,True
MAXUS,T60,China,2011,2015,Comercial,2015-2025,Pick-up,True
MAXUS,T70,China,2011,2015,Comercial,2017-2025,Pick-up,True
MAXUS,T90,China,2011,2015,Comercial,2018-2025,Pick-up,True
MAXUS,G10,China,2011,2015,Comercial,2016-2025,Minivan Comercial,False
MAXUS,G20,China,2011,2015,Comercial,2018-2025,Minivan,False
KGM (SSANGYONG),Tivoli,Corea del Sur,1954,2017,Masivo,2017-2025,SUV Compacto,False
KGM (SSANGYONG),Korando,Corea del Sur,1954,2017,Masivo,2018-2025,SUV,False
KGM (SSANGYONG),Actyon,Corea del Sur,1954,2017,Masivo,2005-2015,SUV,False
TESLA,Model S,Estados Unidos,2003,2012,Premium/Eléctrico,2012-2025,Sedán Eléctrico,True
TESLA,Model 3,Estados Unidos,2003,2012,Premium/Eléctrico,2016-2025,Sedán Eléctrico,True
TESLA,Model X,Estados Unidos,2003,2012,Premium/Eléctrico,2016-2025,SUV Eléctrico,True
TESLA,Model Y,Estados Unidos,2003,2012,Premium/Eléctrico,2020-2025,SUV Eléctrico,True
TESLA,Roadster,Estados Unidos,2003,2012,Premium/Eléctrico,2020-2025,Deportivo Eléctrico,False
OPEL,Corsa,Alemania,1862,2022,Masivo,2022-2025,Hatchback,False
OPEL,Grandland,Alemania,1862,2022,Masivo,2022-2025,SUV,False
OPEL,Astra,Alemania,1862,2022,Masivo,2022-2025,Sedán,False
OPEL,Crossland,Alemania,1862,2022,Masivo,2022-2025,SUV Compacto,True
SSANGYONG,Actyon,Corea del Sur,1954,2005,Masivo,2005-2015,SUV,False
SSANGYONG,Kyron,Corea del Sur,1954,2005,Masivo,2005-2012,SUV,False
SSANGYONG,Rexton,Corea del Sur,1954,2005,Masivo,2006-2015,SUV,False
GEELY,EX5,China,1986,2016,Masivo,2017-2025,SUV,True
GEELY,EX9,China,1986,2016,Masivo,2023-2025,SUV Eléctrico,False
GEELY,Coolray,China,1986,2016,Masivo,2019-2025,SUV Compacto,False
GEELY,SX11,China,1986,2016,Masivo,2019-2025,SUV Compacto,False
GEELY,Emgrand,China,1986,2016,Masivo,2009-2020,Sedán,False
HUMMER,H2,Estados Unidos,1992,2003,Premium/Lujo,2003-2010,SUV,False
HUMMER,H3,Estados Unidos,1992,2003,Premium/Lujo,2005-2010,SUV,False
HUMMER,EV,Estados Unidos,1992,2003,Premium/Lujo,2022-2025,SUV Eléctrico,False
LEXUS,ES,Japón,1989,2005,Luxury,2006-2025,Sedán Luxury,False
LEXUS,IS,Japón,1989,2005,Luxury,2005-2025,Sedán,False
LEXUS,GS,Japón,1989,2005,Luxury,2005-2020,Sedán Premium,False
LEXUS,LS,Japón,1989,2005,Luxury,2006-2025,Sedán Ultra-Luxury,False
LEXUS,NX,Japón,1989,2005,Luxury,2014-2025,SUV,False
LEXUS,RX,Japón,1989,2005,Luxury,2003-2025,SUV,False
LEXUS,LX,Japón,1989,2005,Luxury,2007-2025,SUV,False
LEXUS,LC,Japón,1989,2005,Luxury,2017-2025,Coupé,False
LEXUS,UX,Japón,1989,2005,Luxury,2019-2025,SUV Compacto,False
FERRARI,F430,Italia,1947,2000,Ultra-Luxury,2004-2009,Superdeportivo,False
FERRARI,F458,Italia,1947,2000,Ultra-Luxury,2009-2015,Superdeportivo,False
FERRARI,F8 Tributo,Italia,1947,2000,Ultra-Luxury,2019-2025,Superdeportivo,False
FERRARI,812,Italia,1947,2000,Ultra-Luxury,2017-2025,Superdeportivo,False
FERRARI,Portofino,Italia,1947,2000,Ultra-Luxury,2018-2025,Roadster,False
FERRARI,GTC4,Italia,1947,2000,Ultra-Luxury,2011-2020,Grand Tourer,False
MASERATI,Quattroporte,Italia,1914,2000,Ultra-Luxury,2003-2025,Sedán Luxury,False
MASERATI,GranTurismo,Italia,1914,2000,Ultra-Luxury,2007-2025,Coupé Deportivo,False
MASERATI,Levante,Italia,1914,2000,Ultra-Luxury,2016-2025,SUV,False
MASERATI,MC20,Italia,1914,2000,Ultra-Luxury,2021-2025,Superdeportivo,False
LAMBORGHINI,Gallardo,Italia,1963,2012,Ultra-Luxury,2003-2014,Superdeportivo,False
LAMBORGHINI,Murciélago,Italia,1963,2012,Ultra-Luxury,2001-2010,Superdeportivo,False
LAMBORGHINI,Huracán,Italia,1963,2012,Ultra-Luxury,2014-2025,Superdeportivo,False
LAMBORGHINI,Aventador,Italia,1963,2012,Ultra-Luxury,2011-2024,Superdeportivo,False
LAMBORGHINI,Revuelto,Italia,1963,2012,Ultra-Luxury,2024-2025,Superdeportivo Híbrido,False
LAMBORGHINI,LM002,Italia,1963,2012,Ultra-Luxury,2021-2025,SUV Deportivo,False
BUICK,Encore,Estados Unidos,1903,2012,Premium,2012-2023,SUV Compacto,False
BUICK,LaCrosse,Estados Unidos,1903,2012,Premium,2005-2023,Sedán,False
BUICK,Verano,Estados Unidos,1903,2012,Premium,2012-2023,Sedán Compacto,False
BUICK,Enclave,Estados Unidos,1903,2012,Premium,2008-2023,SUV,False
CADILLAC,CTS,Estados Unidos,1902,2008,Premium/Luxury,2008-2019,Sedán Luxury,False
CADILLAC,SRX,Estados Unidos,1902,2008,Premium/Luxury,2003-2016,SUV,False
CADILLAC,Escalade,Estados Unidos,1902,2008,Premium/Luxury,2006-2025,SUV Luxury,False
CADILLAC,CT5,Estados Unidos,1902,2008,Premium/Luxury,2020-2025,Sedán,False
ISUZU,D-Max,Japón,1916,1994,Masivo/Comercial,2002-2025,Pick-up,True
ISUZU,Trooper,Japón,1916,1994,Masivo/Comercial,2000-2010,SUV,False
ISUZU,MU-X,Japón,1916,1994,Masivo/Comercial,2014-2025,SUV,False
ISUZU,D-Max S-Cab,Japón,1916,1994,Masivo/Comercial,2008-2025,Pick-up,True
ISUZU,NPR,Japón,1916,1994,Masivo/Comercial,2006-2025,Comercial,False
HYUNDAI GENESIS,G70,Corea del Sur,2015,2016,Ultra-Luxury,2016-2025,Sedán,False
HYUNDAI GENESIS,G80,Corea del Sur,2015,2016,Ultra-Luxury,2014-2025,Sedán Luxury,False
HYUNDAI GENESIS,G90,Corea del Sur,2015,2016,Ultra-Luxury,2015-2025,Sedán Ultra-Luxury,False
HYUNDAI GENESIS,GV60,Corea del Sur,2015,2016,Ultra-Luxury,2022-2025,SUV Eléctrico,False
HYUNDAI GENESIS,GV70,Corea del Sur,2015,2016,Ultra-Luxury,2020-2025,SUV,False
HYUNDAI GENESIS,GV80,Corea del Sur,2015,2016,Ultra-Luxury,2021-2025,SUV Luxury,False
RENAULT ARGENTINA,Torino,Argentina,1974,1994,Masivo,2000-2015,Sedán,False
RENAULT ARGENTINA,Fuego,Argentina,1974,1994,Masivo,2000-2012,Coupé,False
